;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      6868.048	             	  5.270e-006 	             	
      6868.409	             	             	  3.530e-005 	
      6868.709	  3.140e-005 	             	             	
      6869.104	             	  5.250e-006 	             	
      6869.433	             	             	  3.530e-005 	
      6869.709	  3.140e-005 	             	             	
      6870.128	             	  5.230e-006 	             	
      6870.489	             	             	  3.520e-005 	
      6870.709	  3.140e-005 	             	             	
      6871.184	             	  5.250e-006 	             	
      6871.545	             	             	  3.520e-005 	
      6871.709	  3.140e-005 	             	             	
      6872.240	             	  5.200e-006 	             	
      6872.569	             	             	  3.530e-005 	
      6872.709	  3.140e-005 	             	             	
      6873.264	             	  5.260e-006 	             	
      6873.626	             	             	  3.530e-005 	
      6873.710	  3.140e-005 	             	             	
      6874.320	             	  5.250e-006 	             	
      6874.682	             	             	  3.530e-005 	
      6874.710	  3.130e-005 	             	             	
      6875.376	             	  5.260e-006 	             	
      6875.706	             	             	  3.530e-005 	
      6875.710	  3.140e-005 	             	             	
      6876.464	             	  5.250e-006 	             	
      6876.710	  3.140e-005 	             	             	
      6876.762	             	             	  3.530e-005 	
      6877.520	             	  5.290e-006 	             	
      6877.710	  3.120e-005 	             	             	
      6877.818	             	             	  3.530e-005 	
      6878.576	             	  5.290e-006 	             	
      6878.710	  3.120e-005 	             	             	
      6878.906	             	             	  3.530e-005 	
      6879.632	             	  5.260e-006 	             	
      6879.710	  3.120e-005 	             	             	
      6879.962	             	             	  3.540e-005 	
      6880.656	             	  5.330e-006 	             	
      6880.710	  3.120e-005 	             	             	
      6881.018	             	             	  3.540e-005 	
      6881.710	  3.120e-005 	             	             	
      6881.712	             	  5.240e-006 	             	
      6882.074	             	             	  3.560e-005 	
      6882.710	  3.130e-005 	             	             	
      6882.768	             	  5.170e-006 	             	
      6883.098	             	             	  3.680e-005 	
      6883.710	  3.270e-005 	             	             	
      6883.792	             	  5.510e-006 	             	
      6884.153	             	             	  3.690e-005 	
      6884.775	  3.270e-005 	             	             	
      6884.848	             	  5.530e-006 	             	
      6885.209	             	             	  3.680e-005 	
      6885.775	  3.270e-005 	             	             	
      6885.904	             	  5.530e-006 	             	
      6886.233	             	             	  3.680e-005 	
      6886.775	  3.270e-005 	             	             	
      6886.928	             	  5.500e-006 	             	
      6887.289	             	             	  3.680e-005 	
      6887.775	  3.270e-005 	             	             	
      6887.984	             	  5.480e-006 	             	
      6888.345	             	             	  3.680e-005 	
      6888.775	  3.270e-005 	             	             	
      6889.040	             	  5.570e-006 	             	
      6889.369	             	             	  3.680e-005 	
      6889.775	  3.270e-005 	             	             	
      6890.128	             	  5.520e-006 	             	
      6890.425	             	             	  3.680e-005 	
      6890.775	  3.280e-005 	             	             	
      6891.184	             	  5.540e-006 	             	
      6891.482	             	             	  3.680e-005 	
      6891.776	  3.270e-005 	             	             	
      6892.240	             	  5.550e-006 	             	
      6892.570	             	             	  3.690e-005 	
      6892.776	  3.270e-005 	             	             	
      6893.296	             	  5.520e-006 	             	
      6893.626	             	             	  3.560e-005 	
      6893.776	  3.200e-005 	             	             	
      6894.320	             	  5.410e-006 	             	
      6894.682	             	             	  3.550e-005 	
      6894.776	  3.140e-005 	             	             	
      6895.376	             	  5.280e-006 	             	
      6895.738	             	             	  3.540e-005 	
      6895.776	  3.140e-005 	             	             	
      6896.432	             	  5.240e-006 	             	
      6896.762	             	             	  3.540e-005 	
      6896.776	  3.140e-005 	             	             	
      6897.456	             	  5.210e-006 	             	
      6897.776	  3.140e-005 	             	             	
      6897.818	             	             	  3.530e-005 	
      6898.512	             	  5.280e-006 	             	
      6898.776	  3.140e-005 	             	             	
      6898.874	             	             	  3.530e-005 	
      6899.568	             	  5.300e-006 	             	
